u_id,Name,visits,downloads,owner,category,data_provided_by,keywords,description,Frequency,last_update_date_data,URL,type,public,provenance,Source,source_link,creation_date,Last Update
4fs7-3vj5,Crime Data,9325,4463,spd2internetData,Public Safety,Seattle Police Department,"crime,seastat,police,police reports,mcpp","This data represents crime reported to the Seattle Police Department (SPD). Each row contains the record of a unique event where at least one criminal offense was reported by a member of the community or detected by an officer in the field. This data is the same data used in meetings such as SeaStat (https://www.seattle.gov/police/information-and-data/seastat) for strategic planning, accountability and performance management.  

These data contain offenses and offense categorization coded to simulate the standard reported to the FBI under the National Incident Based Reporting System (NIBRS) and used to generate Uniform Crime Report (UCR) summary statistics. As these records evolve, daily and are continually refreshed, they will not match official UCR statistics. They represent a more accurate state of the record. 

Previous versions of this data set have withheld approximately 40% of crimes. This updated process includes all records of crime reports logged in the Departments Records Management System (RMS) since 2008, which are tracked as part of the SeaStat process. In an effort to safeguard the privacy of our community, offense reports will only be located to the “beat” level. Location specific coordinates will no longer be provided. 

Beats are the most granular unit of management used for patrol deployment. To learn more about patrol deployment, please visit: https://www.seattle.gov/police/about-us/about-policing/precinct-and-patrol-boundaries. In addition to the Departments patrol deployment areas, these data contain the “Neighborhood” where the crime occurred, if available. This coding is used to align crime data with the Micro Community Policing Plan (MCPP). For more information see: https://www.seattle.gov/police/community-policing/about-mcpp. 

As with any data, certain condition and qualifications apply:
1)	These data are refreshed, daily and represent the most accurate, evolved state of the record. 

2)	Due to quality control processes, these data will lag between 2 and 6 weeks. Most changes...",Daily,04/02/2019 09:07:00 AM,https://data.seattle.gov/d/4fs7-3vj5,dataset,True,official,,http://www.seattle.gov/police/,04/20/2018 05:51:00 AM,
4i3y-xeu6,2018 Discrimination Complaints Filed By Month And Type,97,559,"Beach, Monica",City Business,Seattle Office for Civil Rights,"discrimination,civil rights",A discrimination complaint is filed when a formal charge is received at the Seattle Office for Civil Rights. This dataset shows the number of complaints filed by month and type in 2018.,Monthly,01/17/2019 12:32:00 AM,https://data.seattle.gov/d/4i3y-xeu6,dataset,True,official,,http://seattle.gov/civilrights,03/29/2018 05:44:00 PM,
4m8w-zxcb,Code Compliance Violations by Month,77,15,Seattle SDCI,Community,Seattle Department of Construction and Inspections,,"Number of code compliance violations, by type, by month since 2003. Sort the Date column in descending order to see the most recent months.",Monthly,03/05/2019 03:04:00 PM,https://data.seattle.gov/d/4m8w-zxcb,dataset,True,official,,,12/12/2018 07:40:00 PM,
5exj-gm7b,Performance Ranges By Building Type 2016,161,371,"Sullivan, Terry",,Office of Sustainability and Environment,"buildings,eui,benchmarking,building performance,energy star,multifamily,commercial","Summary energy and building characteristics by building type for non-residential and multifamily buildings 20,000 square feet or greater that benchmark energy data with the City of Seattle. This dataset summarizes information from the full 2016 Building Energy Benchmarking dataset but exludes likely or known errors.",Quarterly,03/20/2018 06:18:00 PM,https://data.seattle.gov/d/5exj-gm7b,dataset,True,official,,,12/21/2017 06:36:00 PM,
5mii-56rx,Technology Privacy Impact Assessments,172,642,City of Seattle Privacy Office,City Business,Seattle Information Technology,"technology,privacy",A Privacy Impact Assessment (PIA) is a method for conducting an in-depth review of how data is collected and managed for a program or project. This is a list of all available PIAs to date. For more information please visit seattle.gov/privacy,Other,11/19/2018 07:08:00 PM,https://data.seattle.gov/d/5mii-56rx,dataset,True,official,,,02/23/2018 02:10:00 AM,
5qj6-rw42,2019-20 Budget Resources Proposed,54,23,Seattle IT,Finance,Budget Office,,2019-20 Budget Resources Proposed,One Time,09/24/2018 06:58:00 PM,https://data.seattle.gov/d/5qj6-rw42,dataset,True,official,,http://www.seattle.gov,09/21/2018 09:10:00 PM,
5vsq-n2rx,Public Computer Access Locations,182,627,"Yuki, Vicky",City Business,Seattle Information Technology,"computer lab,digital equity,community technology,accessibility","This dataset describes the location of all City of Seattle managed public computing labs, including open lab hours and accessibility information.",Annually,09/21/2017 09:40:00 PM,https://data.seattle.gov/d/5vsq-n2rx,dataset,True,official,,http://www.seattle.gov/tech/services/internet-access/free-access-to-computers-and-the-internet,09/07/2017 06:44:00 PM,
675b-cqew,Westlake PBL and Newton St,48,25,"Zuniga, Rafael",Transportation,Seattle Department of Transportation,"seattle,bike,counts,sdot,monthly data,bicycle","The counters consist of two small tube sensors stretching across the path, which are attached to a small metal counting box made by Eco-Counter. The tubes only count people riding bikes. They are very accurate and designed to be used on greenways and cycle tracks.",Monthly,04/02/2019 08:19:00 PM,https://data.seattle.gov/d/675b-cqew,dataset,True,official,,,11/07/2018 08:38:00 PM,
6bfa-nwhf,Seattle Office for Civil Rights Technical Assistance By Month,177,1174,"Beach, Monica",City Business,Seattle Office for Civil Rights,"discrimination,civil rights",The Enforcement Division provides technical assistance to businesses and other organizations on the laws enforced by the Seattle Office for Civil Rights. This dataset shows the number of times technical assistance was provided by month.,Monthly,03/04/2019 09:28:00 PM,https://data.seattle.gov/d/6bfa-nwhf,dataset,True,official,,https://www.seattle.gov/civilrights,09/27/2017 10:40:00 PM,
6d4q-w9dv,Technology Matching Funds,353,829,"Burke, Delia",Community,Seattle Information Technology,"grants,funding,community,technology,digital,inclusion,matching funds",All awarded Technology Matching Fund projects from 1998 through the most recent funding year,Annually,01/10/2019 12:17:00 AM,https://data.seattle.gov/d/6d4q-w9dv,dataset,True,official,,http://www.seattle.gov/tech,09/15/2016 09:37:00 PM,
6hgg-udnk,SDOT Construction List,623,1285,"Gerlach, Allie",Transportation,Seattle Department of Transportation,"sdot,transportation,construction,traffic impacts",Gives a snapshot of planned construction and events in Seattle that may impact traffic.,Weekly,04/01/2019 08:40:00 PM,https://data.seattle.gov/d/6hgg-udnk,dataset,True,official,,http://www.seattle.gov/Transportation,09/29/2017 04:20:00 PM,
6vkj-f5xf,Library Collection Inventory,1198,260,SPL,Community,Seattle Public Library,"spl,horizon,public library,catalog",The Seattle Public Library's collection inventory.,Monthly,03/06/2019 01:22:00 PM,https://data.seattle.gov/d/6vkj-f5xf,dataset,True,official,,http://www.spl.org/,08/24/2017 08:48:00 PM,
6yaw-2m8q,2018 Paid Parking Occupancy (Year-to-date),202,14,Seattle IT,Transportation,Seattle Department of Transportation,"pay stations,parking,curbspace,sdot",The City of Seattle has created an on-street paid parking occupancy data set and is providing access to this data set for public use for research and entrepreneurial purposes under the City’s Open Data Program. This data set contains paid occupancy records from 2018.,Daily,03/21/2019 10:12:00 PM,https://data.seattle.gov/d/6yaw-2m8q,dataset,True,official,,http://www.seattle.gov/transportation/projects-and-programs/programs/parking-program/maps-and-data,09/15/2018 07:10:00 PM,
76t5-zqzr,Building Permits,9984,1571,Seattle SDCI,Permitting,Seattle Department of Construction and Inspections,"building permits,construction permits,building applications,permit applications,sdci,seattle department of construction and inspections",All building permits issued or in progress within the city of Seattle.,Daily,04/02/2019 03:36:00 PM,https://data.seattle.gov/d/76t5-zqzr,dataset,True,official,,http://www.seattle.gov/sdci,07/06/2017 11:41:00 PM,
7g5a-9ddy,Seattle Planning Commission Agenda Items,60,822,"Palay, Claire",Community,Office of Planning and Community Development,"planning commission,boards & commissions; comprehensive plan,planning; plan; area planning; land use,transportation,housing,neighborhoods,zoning","Topics that have been on agendas of full Planning Commission meeting from beginning of 2014 to present, arranged by year. These meetings are held twice a month.",Annually,04/06/2017 06:33:00 PM,https://data.seattle.gov/d/7g5a-9ddy,dataset,True,official,,http://www.seattle.gov/planningcommission/when-we-meet,04/06/2017 06:29:00 PM,
7jzm-ucez,Annual Parking Study Data,1468,1614,"Smith, Jessica",Transportation,Seattle Department of Transportation,"parking,occupancy,sdot,parking pricing program,parking study,annual parking study,manual study,disabled parking","Manual parking study details from citywide paid parking study, presented by blockface and date/hour of study.  Most data is from spring of each year, with some data sets including summer studies.

Study time periods:
•	2014
•	2015
•	2016
•	2017
•	2018

Purpose: To determine hourly parking occupancy for most paid blockfaces in Seattle",Annually,11/02/2018 04:25:00 PM,https://data.seattle.gov/d/7jzm-ucez,dataset,True,official,,http://www.seattle.gov/parking,03/02/2017 06:53:00 PM,
7nwi-fja2,2018 Bias Incident Reports by Type,3,4,"Beach, Monica",City Business,Seattle Office for Civil Rights,"civil rights,bias",The Seattle Office for Civil Rights (SOCR) receives calls on the Bias Incident Reporting Line. This dataset shows the amount of calls received each quarter of 2018 by type of report. An “uncategorized” type means the call did not fall into one of the listed categories or SOCR was unable to confirm the type of report.,Annually,03/22/2019 10:13:00 PM,https://data.seattle.gov/d/7nwi-fja2,dataset,True,official,,http://www.seattle.gov/civilrights,03/22/2019 10:09:00 PM,
7rui-4ksb,Broadband Speed Test,405,797,"Butler, Mark",City Business,Seattle Information Technology,broadband speed test,Broadband Speed Test,weekly,01/16/2018 05:12:00 PM,https://data.seattle.gov/d/7rui-4ksb,dataset,True,official,,http://www.seattle.gov,10/13/2016 09:41:00 PM,
7xw3-6hfi,WAT OWNER/DRIVERS TRIP REIMBURSEMENT 11/12/14-12/31/15,137,659,"Consumer Protection Unit, FAS",Transportation,Department of Finance and Administrative Services,"taxi,wheelchair",Data set provides the total amount of money paid to wheelchair accessible taxi drivers for the period 11/12/14-12/31/15. Drivers were paid $20/wheelchair passenger trip from the City of Seattle Wheelchair Accessible Services Fund.,One Time,07/15/2016 11:50:00 PM,https://data.seattle.gov/d/7xw3-6hfi,dataset,True,official,,,07/15/2016 11:37:00 PM,
84az-63x3,Public Life Data 2018 - People Staying,96,21,SDOT GIS,Transportation,Seattle Department of Transportation,"public life,public space,sidewalks,streets,vibrancy,pedestrian counts,people moving,people staying,transportation,survey,sdot","This dataset provides data on people staying still in the observed space, including total number observed, demographic data, group size, postures, and activities.",To Be Determined,11/14/2018 05:04:00 PM,https://data.seattle.gov/d/84az-63x3,dataset,True,official,,,11/14/2018 04:26:00 PM,
8j2e-brdr,2018 Proposed Budget Sidebar Information,54,487,Seattle IT,Finance,Budget Office,budget,Proposed Budget Sidebar Information 2018,One Time,09/26/2017 06:29:00 PM,https://data.seattle.gov/d/8j2e-brdr,dataset,True,official,,http://www.seattle.gov/financedepartment/,09/25/2017 10:20:00 PM,
8u2j-imqx,City of Seattle Operating Budget,193,299,"Kirk, Daniel",,Budget Office,,,One Time,09/25/2018 03:47:00 AM,https://data.seattle.gov/d/8u2j-imqx,dataset,True,official,,,09/26/2017 10:28:00 PM,
97y8-8y4z,2018 Bias Incident Reports by Outcome,3,4,"Beach, Monica",City Business,Seattle Office for Civil Rights,"civil rights,bias",The Seattle Office for Civil Rights (SOCR) receives calls on the Bias Incident Reporting Line. This dataset shows the amount of calls received each quarter of 2018 by outcome. An “uncategorized” outcome means the call did not fall into one of the listed categories or SOCR was unable to complete the communication with the caller.,Annually,03/22/2019 10:18:00 PM,https://data.seattle.gov/d/97y8-8y4z,dataset,True,official,,http://www.seattle.gov/civilrights,03/22/2019 10:16:00 PM,
9bmc-wx6s,SAIFI Data 2014-2017,87,790,Nathan Hominiuk,,Seattle City Light,,"Monthly System Average Interruption Frequency Index, or SAIFI, is a reliability indicator used by electric power utilities. It represents the average number of sustained service interruptions a customer would experience, and is calculated as the total number of customer interruptions divided by the total number of customers served. A sustained service interruption is defined as two or more minutes.",One Time,12/18/2017 09:01:00 PM,https://data.seattle.gov/d/9bmc-wx6s,dataset,True,official,,,11/28/2017 04:12:00 PM,
9khg-xfbc,2018 Adopted Budget FTEs,33,14,Seattle IT,Finance,Budget Office,"2018,budget",2018 Adopted Budget FTEs,One Time,09/19/2018 08:26:00 PM,https://data.seattle.gov/d/9khg-xfbc,dataset,True,official,,http://www.seattle.gov,09/19/2018 08:25:00 PM,
a44h-qn3y,WAT Owners Shift Reimbursement 2015,85,785,"Consumer Protection Unit, FAS",Transportation,Department of Finance and Administrative Services,taxi,Data set provides the total amount of money paid to wheelchair accessible taxi owners for the period 6/1/15-12/31/15. Owners were paid $15/shift operated from the City of Seattle Wheelchair Accessible Services Fund.,One Time,07/18/2016 03:57:00 PM,https://data.seattle.gov/d/a44h-qn3y,dataset,True,official,,,07/15/2016 11:52:00 PM,
ahy7-fn62,SAIDI Electric Reliability Data 2014-2017,224,939,Nathan Hominiuk,,Seattle City Light,,"Monthly System Average Interruption Duration Index, or SAIDI, is a reliability indicator used by electric power utilities. It is the average outage duration, in minutes, experienced by each customer served. SAIDI is calculated as the sum of all customer interruption durations for each month divided by the total number of customers served during that month.",One Time,12/22/2017 10:40:00 PM,https://data.seattle.gov/d/ahy7-fn62,dataset,True,official,,,11/28/2017 04:30:00 PM,
afww-hv6u,Code Compliance Complaints by Month,42,15,Seattle SDCI,Community,Seattle Department of Construction and Inspections,,Code Compliance complaints by type per month. Sort the Date column by descending order to see the most recent months.,Monthly,03/05/2019 03:04:00 PM,https://data.seattle.gov/d/afww-hv6u,dataset,True,official,,,12/12/2018 08:02:00 PM,
aixp-hgxt,"Idea Collection for Youth Voice, Youth Choice Participatory Budgeting Program",41,765,"Maag, Lois",Community,Department of Neighborhoods,"participatory budgeting,youth,youth projects,community engagement,community investment","List of ideas collected from community members on youth-based projects they would like the City to fund from the Participatory Budgeting fund of $700,000",none,12/02/2016 02:59:00 AM,https://data.seattle.gov/d/aixp-hgxt,dataset,True,official,,http://www.seattle.gov/neighborhoods,12/02/2016 02:59:00 AM,
b2rz-ma2f,Aging and Disability Services - Client Level Data 2010,100,228,"Kajfasz, Owen",Community,Human Services Department,"human services,services,aging,disability,2010","The City’s Aging and Disability Services (ADS) addresses the environmental, economic, and social factors that influence the health and well-being of older adults. In an effort to ensure all older adults experience stable health and can age in place, the Human Services Department invests in a combination of direct services and in funding agencies that serve our older adults. ADS supports older individuals, those living with a disability, and their families. 
This dataset is taken from an ADS database that tracks services to clients. That is, each record in the dataset holds information from a specific service provided to an individual client. Services are provided both by direct City services and by those the City contracts with. Due to the sensitivity of this data, efforts have been made to remove any personally identified information from the records. As different service providers are required to collect different kinds of information, some fields appear NULL or blank.",One Time,09/08/2017 09:22:00 PM,https://data.seattle.gov/d/b2rz-ma2f,dataset,True,official,,http://www.seattle.gov/humanservices/,09/08/2017 09:18:00 PM,
b6zn-zsin,Rent and Income Restricted Housing,1764,994,"Kent, Mike",Community,Office of Housing,"affordable housing,subsidized housing,rental housing,apartments,oh,office of housing,low-income housing,income restricted","Housing with Rent and Income Restricted Units in Seattle

Some homes are in buildings where other units are market-rate. Excludes locations with fewer than four income-restricted affordable homes (except for those in the Rainier Vista, New Holly, High Point, and Yesler Terrace neighborhoods) and locations that are confidential to protect the safety of residents. Information current as of 3/31/2018 and subject to change.",Annually,04/19/2018 04:50:00 PM,https://data.seattle.gov/d/b6zn-zsin,dataset,True,official,,http://seattle.gov/housing,02/06/2018 10:16:00 PM,
bg8j-2b73,2018 Adopted Budget Resources,23,11,Seattle IT,Finance,Budget Office,"2018,budget",2018 Adopted Budget Resources,One Time,09/19/2018 08:19:00 PM,https://data.seattle.gov/d/bg8j-2b73,dataset,True,official,,http://www.seattle.gov,09/19/2018 08:17:00 PM,
bk4b-z4j9,Aging and Disability Services - Client Level Data 2012,73,231,"Kajfasz, Owen",Community,Human Services Department,"human services,services,aging,disability,2012","The City’s Aging and Disability Services (ADS) addresses the environmental, economic, and social factors that influence the health and well-being of older adults. In an effort to ensure all older adults experience stable health and can age in place, the Human Services Department invests in a combination of direct services and in funding agencies that serve our older adults. ADS supports older individuals, those living with a disability, and their families. 

This dataset is taken from an ADS database that tracks services to clients. That is, each record in the dataset holds information from a specific service provided to an individual client. Services are provided both by direct City services and by those the City contracts with. Due to the sensitivity of this data, efforts have been made to remove any personally identified information from the records. As different service providers are required to collect different kinds of information, some fields appear NULL or blank.",One Time,09/08/2017 09:38:00 PM,https://data.seattle.gov/d/bk4b-z4j9,dataset,True,official,,http://www.seattle.gov/humanservices/,09/08/2017 09:34:00 PM,
bsgq-948x,Open Budget - 2018 Proposed Capital Projects List,131,543,"Kirk, Daniel",,Budget Office,,,One Time,09/26/2017 10:40:00 PM,https://data.seattle.gov/d/bsgq-948x,dataset,True,official,,,09/26/2017 10:40:00 PM,
c4tj-daue,Electrical Permits,848,544,Seattle SDCI,Permitting,Seattle Department of Construction and Inspections,"electrical permits,electrical applications,permit applications,sdci,seattle department of construction and inspections",All electrical permits issued or in process in the city of Seattle.,Daily,04/02/2019 03:35:00 PM,https://data.seattle.gov/d/c4tj-daue,dataset,True,official,,http://www.seattle.gov/sdci,04/23/2018 09:29:00 PM,
c6kx-b52q,2016 Adopted Budget Resources,122,576,Seattle IT,Finance,Budget Office,2016 adopted budget resources,2016 Adopted Budget Resources,One Time,08/04/2016 08:51:00 PM,https://data.seattle.gov/d/c6kx-b52q,dataset,True,official,,http://www.seattle.gov,08/04/2016 08:50:00 PM,
c87v-5hwh,Trade Permits,540,115,Seattle SDCI,Permitting,Seattle Department of Construction and Inspections,,All trade permits in progress or that have been issued in Seattle.,Daily,04/02/2019 03:37:00 PM,https://data.seattle.gov/d/c87v-5hwh,dataset,True,official,,http://www.seattle.gov/sdci,05/01/2018 05:16:00 PM,
cg4m-emwz,Observed Rain Gauge Readings - 5 Min Intervals - Oct 2002 to May 2017,177,446,Seattle IT,City Business,Seattle Public Utilities,"rain gauge,rain gage,rain,rainfall,accumulation,rain water,bucket tips,precipitation,drainage,drainage and wastewater,dww","Dataset tracking rain gauge readings for SPU's rain gauges throughout Seattle.  Readings are posted in 5 minute intervals. 

Attached in the 'About' section is an image of the rain gauge locations .

Disclaimer: This data set has been provided by either DNRP or SPU as a public information service. Every reasonable effort has been made to assure the accuracy of this data. However, the data being provided herein are intended for informational purposes only. No guarantee is made as to the accuracy of the data and it should not be relied upon for any purpose other than general information. Furthermore, DNRP and SPU assumes no liability for any errors, omissions, or inaccuracies in the information provided regardless of the cause of such or for any decision made, action taken, or action not taken by the user in reliance upon any data provided herein.

RCW 42.56.060

Disclaimer of public liability.

No public agency, public official, public employee, or custodian shall be liable, nor shall a cause of action exist, for any loss or damage based upon the release of a public record if the public agency, public official, public employee, or custodian acted in good faith in attempting to comply with the provisions of this chapter.",Annually,05/08/2018 06:27:00 PM,https://data.seattle.gov/d/cg4m-emwz,dataset,True,official,,,05/07/2018 03:42:00 PM,
csss-sbrn,2019 Training and Outreach Events by Month,2,4,"Beach, Monica",City Business,Seattle Office for Civil Rights,"civil rights,discrimination",The Enforcement Division of the Seattle Office for Civil Rights provides training and participates in outreach events. This dataset shows the number of events each month in 2019.,Monthly,03/22/2019 10:30:00 PM,https://data.seattle.gov/d/csss-sbrn,dataset,True,official,,http://www.seattle.gov/civilrights,03/22/2019 10:29:00 PM,
cz6d-tu92,Technology Access and Adoption Survey 2018,133,11,Seattle IT,Community,Seattle Information Technology,"broadband,internet,digital inclusion,digital equity,equity,technology,information and communications technology,ict","Responses from 4315 Seattle residents to a comprehensive survey about access to broadband internet, devices ownership, online activities, digital skill levels, concerns and barriers to use, and civic engagement preferences. See summary report, interactive dashboard and data use instructions at http://seattle.gov/2018techsurvey. The code-book of labels and instructions about applying weights should be used with this data. Available in Excel workbook format here: http://seattle.gov/Documents/Departments/Tech/2018Codebook.xlsx",One Time,11/15/2018 10:53:00 PM,https://data.seattle.gov/d/cz6d-tu92,dataset,True,official,,http://seattle.gov/tech/digital-equity,11/13/2018 10:21:00 PM,
dm95-f8w5,Special Events Permits,569,994,"Borden, Julie",Permitting,Office of Economic Development,"events,parades,fairs,festivals,marches,rallies,demonstrations,permits","Applications received and Special Event permits issued by Special Events Office, Office of Economic Development, since 2014",Monthly,03/06/2019 06:39:00 PM,https://data.seattle.gov/d/dm95-f8w5,dataset,True,official,,,02/07/2017 11:27:00 PM,
dsm4-2eir,Public Life Data 2018 - Locations,135,25,SDOT GIS,Transportation,Seattle Department of Transportation,"public life,public space,sidewalks,streets,vibrancy,pedestrian counts,people moving,people staying,transportation,survey,sdot","This dataset provides details on the sites selected for the Public Life study, including various attributes to allow for across-site comparisons.",To Be Determined,11/14/2018 05:03:00 PM,https://data.seattle.gov/d/dsm4-2eir,dataset,True,official,,,11/14/2018 04:16:00 PM,
dv8j-smi8,2019 Discrimination Case Closures by Month and Type,5,4,"Beach, Monica",City Business,Seattle Office for Civil Rights,"civil rights,discrimination",A closed discrimination case is an investigation that has been completed at the Seattle Office for Civil Rights. This dataset shows closed cases by month and case type in 2019.,Monthly,03/25/2019 11:22:00 PM,https://data.seattle.gov/d/dv8j-smi8,dataset,True,official,,http://www.seattle.gov/civilrights,03/22/2019 10:26:00 PM,
dwnv-rbu4,Cedar River Watershed Historic Photos,69,21,"Bibler, Jonathan",City Business,Seattle Public Utilities,"cedar falls,cedar river,watershed,dam,historic,water,construction,pipeline,seattle,spu,seattle public utilities","Photos and metadata from the Seattle Municipal Archives detailing the construction of the Cedar River watershed pipeline and Cedar Falls dam.  

Photos are attached as a zip file.  Photo number matches object identifier column in dataset.",One Time,07/02/2018 07:04:00 PM,https://data.seattle.gov/d/dwnv-rbu4,dataset,True,official,,http://www.seattle.gov/cityarchives,06/05/2018 11:40:00 PM,
e3ag-npxj,2017 Training and Outreach Events by Month,94,1024,"Beach, Monica",City Business,Seattle Office for Civil Rights,"discrimination,civil rights",The Enforcement Division of the Seattle Office for Civil Rights provides training and participates in outreach events. This dataset shows the number of events each month in 2017.,Monthly,01/23/2018 08:28:00 PM,https://data.seattle.gov/d/e3ag-npxj,dataset,True,official,,https://www.seattle.gov/civilrights,09/27/2017 10:31:00 PM,
e7wh-bzzm,Aging and Disability Services - Client Level Data 2014,70,215,"Kajfasz, Owen",Community,Human Services Department,"human services,services,aging,disability,2014","The City’s Aging and Disability Services (ADS) addresses the environmental, economic, and social factors that influence the health and well-being of older adults. In an effort to ensure all older adults experience stable health and can age in place, the Human Services Department invests in a combination of direct services and in funding agencies that serve our older adults. ADS supports older individuals, those living with a disability, and their families. 

This dataset is taken from an ADS database that tracks services to clients. That is, each record in the dataset holds information from a specific service provided to an individual client. Services are provided both by direct City services and by those the City contracts with. Due to the sensitivity of this data, efforts have been made to remove any personally identified information from the records. As different service providers are required to collect different kinds of information, some fields appear NULL or blank.",One Time,09/08/2017 09:57:00 PM,https://data.seattle.gov/d/e7wh-bzzm,dataset,True,official,,http://www.seattle.gov/humanservices/,09/08/2017 09:54:00 PM,
g7sw-vyqd,wdig-item,18,13,SPU Web Team,,Seattle Public Utilities,,,To Be Determined,12/04/2018 07:28:00 PM,https://data.seattle.gov/d/g7sw-vyqd,dataset,True,official,,,12/04/2018 07:21:00 PM,
egbb-t9ve,2017 Bias Incident Reports By Protected Class,51,337,"Beach, Monica",City Business,Seattle Office for Civil Rights,"bias,civil rights","2017 Bias Incident Reports By Protected Class
The Seattle Office for Civil Rights (SOCR) receives calls on the Bias Incident Reporting Line. Calls are received by front desk staff and logged. This dataset shows the amount of calls received each quarter of 2017 by protected class. A protected class is a characteristic of a person that is protected by the laws SOCR enforces such as race, gender identity, or disability. An “uncategorized” protected class means the caller did not provide a protected class.

If you have questions about this data or want to learn more about the laws SOCR enforces, call 206-684-4500 or visit http://www.seattle.gov/civilrights. 

Visit Seattle Police Department’s Bias/Hate Crime Data site for information about bias/hate crimes: https://www.seattle.gov/police/information-and-data/bias-crime-unit/bias-crime-dashboard.",Other,03/29/2018 11:43:00 PM,https://data.seattle.gov/d/egbb-t9ve,dataset,True,official,,http://seattle.gov/civilrights,03/29/2018 11:43:00 PM,
ejiy-dyzq,2017 Discrimination Complaints Filed by Month and Type,147,1117,"Beach, Monica",City Business,Seattle Office for Civil Rights,"discrimination,civil rights",A discrimination complaint is filed when a formal charge is received at the Seattle Office for Civil Rights. This dataset shows the number of complaints filed by month and type in 2017.,Monthly,03/29/2018 04:43:00 PM,https://data.seattle.gov/d/ejiy-dyzq,dataset,True,official,,https://www.seattle.gov/civilrights,09/27/2017 09:50:00 PM,
ergt-7c3u,2017 Discrimination Case Closures by Month and Type,129,956,"Beach, Monica",City Business,Seattle Office for Civil Rights,"discrimination,civil rights",A closed discrimination case is an investigation that has been completed at the Seattle Office for Civil Rights. This dataset shows closed cases by month and case type in 2017.,Monthly,01/23/2018 08:30:00 PM,https://data.seattle.gov/d/ergt-7c3u,dataset,True,official,,https://www.seattle.gov/civilrights,09/27/2017 09:37:00 PM,
ez4a-iug7,Code Complaints and Violations,9659,231,Seattle SDCI,Community,Seattle Department of Construction and Inspections,"code compliance,complaints,violations,housing,safety",All code compliance complaints and violations that SDCI is reviewing and processing.,Daily,04/02/2019 03:37:00 PM,https://data.seattle.gov/d/ez4a-iug7,dataset,True,official,,http://www.seattle.gov/sdci,05/16/2018 07:07:00 PM,
gd5n-q9e4,Aging and Disability Services - Client Level Data 2013,54,292,"Kajfasz, Owen",Community,Human Services Department,"human services,services,aging,disability,2013","The City’s Aging and Disability Services (ADS) addresses the environmental, economic, and social factors that influence the health and well-being of older adults. In an effort to ensure all older adults experience stable health and can age in place, the Human Services Department invests in a combination of direct services and in funding agencies that serve our older adults. ADS supports older individuals, those living with a disability, and their families. 

This dataset is taken from an ADS database that tracks services to clients. That is, each record in the dataset holds information from a specific service provided to an individual client. Services are provided both by direct City services and by those the City contracts with. Due to the sensitivity of this data, efforts have been made to remove any personally identified information from the records. As different service providers are required to collect different kinds of information, some fields appear NULL or blank.",One Time,09/08/2017 09:45:00 PM,https://data.seattle.gov/d/gd5n-q9e4,dataset,True,official,,http://www.seattle.gov/humanservices/,09/08/2017 09:42:00 PM,
gp2p-r888,Aging and Disability Services - Client Level Data 2015,84,260,"Kajfasz, Owen",Community,Human Services Department,"human services,services,aging,disability,2015","The City’s Aging and Disability Services (ADS) addresses the environmental, economic, and social factors that influence the health and well-being of older adults. In an effort to ensure all older adults experience stable health and can age in place, the Human Services Department invests in a combination of direct services and in funding agencies that serve our older adults. ADS supports older individuals, those living with a disability, and their families. 

This dataset is taken from an ADS database that tracks services to clients. That is, each record in the dataset holds information from a specific service provided to an individual client. Services are provided both by direct City services and by those the City contracts with. Due to the sensitivity of this data, efforts have been made to remove any personally identified information from the records. As different service providers are required to collect different kinds of information, some fields appear NULL or blank.",One Time,09/08/2017 10:06:00 PM,https://data.seattle.gov/d/gp2p-r888,dataset,True,official,,http://www.seattle.gov/humanservices/,09/08/2017 10:02:00 PM,
gvkn-fwwz,2018 Adopted Budget Sidebar Information,25,13,Seattle IT,Finance,Budget Office,"2018,budget",2018 Adopted Budget Sidebar Information,One Time,09/19/2018 08:28:00 PM,https://data.seattle.gov/d/gvkn-fwwz,dataset,True,official,,http://www.seattle.gov,09/19/2018 08:27:00 PM,
h7rm-fz6m,2015 Building Energy Benchmarking,3586,1555,"Sullivan, Terry",,Office of Sustainability and Environment,"building,eui,benchmarking,energy,electricity,steam,gas,ghg,greenhouse gas,seattle,energy use","Seattle’s Building Energy Benchmarking and Reporting Program (SMC 22.920) requires owners of non-residential and multifamily buildings (20,000 square feet or larger) to track energy performance and annually report to the City of Seattle. Buildings account for 33% of Seattle's core emissions. The benchmarking policy supports Seattle's goals to reduce energy use and greenhouse gas emissions from existing buildings. In 2013, the City of Seattle adopted a Climate Action Plan to achieve zero net greenhouse gas (GHG) emissions by 2050. Annual benchmarking, reporting and disclosing of building performance are foundational elements of creating more market value for energy efficiency.
Per Ordinance (125000), starting with 2015 energy use performance reporting, the City of Seattle will make the data for all building 20,000 SF and larger available annually. This update to the benchmarking mandate was passed by Seattle City Council on February 29, 2016.

If you have questions or comments on the data, email us at energybenchmarking@seattle.gov and include Open Data in the subject line.",Quarterly,03/19/2018 07:54:00 PM,https://data.seattle.gov/d/h7rm-fz6m,dataset,True,official,,http://www.seattle.gov/environment,04/17/2017 08:36:00 PM,
